,location,size,total_sqft,bath,price,bhk,price_per_sqft
357,Bagalur Main Road,2 BHK,950.0,2.0,50.0,2,5263.1578947368425
358,Kodihalli,4 BHK,3252.0,5.0,335.0,4,10301.353013530135
359,Magadi Road,2 BHK,1116.0,2.0,50.0,2,4480.286738351255
360,Narayanapura,2 BHK,1308.0,2.0,89.04,2,6807.339449541284
361,MS Pallya,3 BHK,1200.0,3.0,90.0,3,7500.0
362,Binny Mills Employees Colony,4 Bedroom,1500.0,4.0,230.0,4,15333.333333333334
363,Bannerghatta Road,1 BHK,500.0,1.0,18.5,1,3700.0
364,Hennur,2 BHK,1075.0,2.0,52.0,2,4837.209302325581
365,Chandapura,1 BHK,530.0,1.0,11.66,1,2200.0
366,Bellandur,2 BHK,1205.0,2.0,66.0,2,5477.178423236514
367,5th Phase JP Nagar,2 BHK,1075.0,2.0,60.0,2,5581.395348837209
368,KR Puram,2 BHK,930.0,2.0,39.0,2,4193.548387096775
369,Balagere,2 BHK,1380.0,2.0,60.0,2,4347.826086956522
370,Hebbal,4 BHK,2483.0,5.0,212.0,4,8538.058799838904
371,Kodigehaali,2 BHK,1166.0,2.0,55.0,2,4716.981132075472
372,Bannerghatta Road,2 BHK,1050.0,2.0,65.0,2,6190.476190476191
373,Gopalapura,3 BHK,2023.71,3.0,275.0,3,13588.903548433324
374,Begur Road,2 BHK,1200.0,2.0,46.8,2,3900.0
375,Lakshminarayana Pura,3 BHK,1600.0,2.0,108.0,3,6750.0
376,Billekahalli,3 BHK,1935.0,3.0,110.0,3,5684.754521963824
377,8th Phase JP Nagar,1 BHK,451.0,1.0,29.9,1,6629.711751662971
378,Electronic City,3 BHK,1800.0,3.0,95.0,3,5277.777777777777
379,Jalahalli,3 BHK,1400.0,3.0,77.0,3,5500.0
380,Hegde Nagar,3 BHK,1801.0,3.0,115.0,3,6385.341476957246
381,Mahadevpura,2 BHK,1451.0,2.0,90.0,2,6202.618883528601
382,Anekal,2 Bedroom,1200.0,1.0,36.0,2,3000.0
383,Begur Road,2 BHK,1160.0,2.0,44.0,2,3793.103448275862
384,Kengeri,2 BHK,1000.0,2.0,25.0,2,2500.0
385,Kanakpura Road,2 BHK,950.0,2.0,40.0,2,4210.526315789473
386,"Hoodi Circle, ",3 BHK,1629.0,3.0,79.0,3,4849.600982197668
387,Vijayanagar,3 BHK,1580.0,2.0,134.0,3,8481.012658227848
388,Vijayanagar,3 BHK,1826.0,3.0,121.0,3,6626.506024096386
389,7th Phase JP Nagar,2 BHK,1245.0,2.0,94.0,2,7550.2008032128515
390,Raja Rajeshwari Nagar,2 BHK,1145.0,2.0,45.79,2,3999.126637554585
391,Sompura,2 BHK,825.0,2.0,33.0,2,4000.0
392,Yeshwanthpur,3 BHK,1693.0,3.0,108.0,3,6379.208505611341
393,Electronics City Phase 1,2 BHK,1113.27,2.0,53.0,2,4760.74986301616
394,Ashirvad Colony,2 BHK,1460.0,2.0,58.0,2,3972.6027397260273
395,Doddathoguru,2 BHK,1050.0,2.0,32.0,2,3047.6190476190477
396,Dodda Nekkundi,2 BHK,1260.0,2.0,55.0,2,4365.079365079365
397,K N Extension,6 BHK,700.0,3.0,120.0,6,17142.85714285714
398,Hosur Road,2 BHK,1656.0,2.0,120.0,2,7246.376811594203
399,Chandapura,3 BHK,1208.0,3.0,45.0,3,3725.1655629139073
400,Whitefield,3 BHK,1910.0,3.0,161.0,3,8429.319371727748
401,Whitefield,4 BHK,3252.0,4.0,230.0,4,7072.570725707257
402,Battarahalli,2 Bedroom,1200.0,2.0,65.0,2,5416.666666666667
403,Gokula Extension,4 BHK,1200.0,4.0,175.0,4,14583.333333333334
404,7th Phase JP Nagar,2 BHK,1175.0,2.0,82.0,2,6978.723404255319
405,Kamakshipalya,2 Bedroom,1000.0,2.0,165.0,2,16500.0
406,Bannerghatta Road,4 Bedroom,1200.0,2.0,125.0,4,10416.666666666666
407,Rajaji Nagar,3 BHK,2390.0,3.0,410.0,3,17154.81171548117
408,Rajaji Nagar,7 BHK,12000.0,6.0,2200.0,7,18333.333333333332
409,Sultan Palaya,2 Bedroom,550.0,1.0,62.0,2,11272.727272727272
411,Sanne Amanikere,2 BHK,1185.0,2.0,38.0,2,3206.7510548523205
412,Kengeri,2 BHK,750.0,2.0,38.0,2,5066.666666666667
413,Mahalakshmi Layout,6 Bedroom,1200.0,7.0,250.0,6,20833.333333333332
414,Kanakpura Road,3 BHK,1550.0,3.0,64.5,3,4161.290322580645
415,Amco Colony,3 BHK,1760.0,3.0,88.0,3,5000.0
416,Billekahalli,2 BHK,1125.0,2.0,62.0,2,5511.111111111111
417,Nagarbhavi,3 Bedroom,1350.0,3.0,150.0,3,11111.111111111111
418,Anandapura,2 Bedroom,1000.0,2.0,55.0,2,5500.0
419,Bommasandra Industrial Area,2 BHK,1090.0,2.0,31.48,2,2888.0733944954127
420,TC Palaya,2 Bedroom,1200.0,2.0,60.0,2,5000.0
421,Budigere,3 BHK,1991.0,4.0,103.0,3,5173.279758915118
422,Bommasandra,2 BHK,1060.0,2.0,26.5,2,2500.0
423,Ambalipura,2 BHK,1105.0,2.0,75.0,2,6787.330316742082
424,Hoodi,2 BHK,985.0,2.0,67.0,2,6802.030456852792
425,Chandapura,6 Bedroom,1533.0,5.0,85.0,6,5544.683626875408
426,Balagere,3 BHK,1590.0,3.0,79.0,3,4968.553459119496
427,CV Raman Nagar,2 BHK,1120.0,2.0,55.0,2,4910.714285714285
428,Samethanahalli,2 BHK,1069.0,2.0,55.0,2,5144.9953227315245
429,Marathahalli,3 BHK,1933.0,3.0,140.0,3,7242.628039317124
430,Hosur Road,2 BHK,1194.0,2.0,69.0,2,5778.894472361809
431,Brookefield,2 BHK,1150.0,2.0,69.0,2,6000.0
432,Yelenahalli,2 BHK,1240.0,2.0,47.12,2,3800.0
433,Raja Rajeshwari Nagar,2 BHK,1419.0,2.0,48.1,2,3389.7110641296686
434,7th Phase JP Nagar,8 Bedroom,1200.0,8.0,250.0,8,20833.333333333332
435,Richmond Town,3 BHK,2150.0,4.0,240.0,3,11162.790697674418
436,Suddaguntepalya,3 BHK,1450.0,3.0,55.0,3,3793.103448275862
437,Udayapur Village,3 BHK,1630.0,3.0,68.29,3,4189.57055214724
438,Dasanapura,2 BHK,708.0,1.0,40.0,2,5649.717514124294
439,Kasavanhalli,3 Bedroom,1000.0,4.0,110.0,3,11000.0
440,Whitefield,4 Bedroom,11890.0,4.0,700.0,4,5887.300252312868
441,Bellandur,2 BHK,1250.0,2.0,76.0,2,6080.0
442,7th Phase JP Nagar,3 BHK,1400.0,2.0,95.0,3,6785.714285714285
443,Sarjapur  Road,3 BHK,1670.0,2.0,57.0,3,3413.1736526946106
444,Ardendale,3 BHK,1750.0,3.0,100.0,3,5714.285714285715
445,Vittasandra,2 BHK,1404.0,2.0,71.0,2,5056.980056980057
446,Hoodi,3 BHK,1715.0,2.0,95.0,3,5539.35860058309
447,Electronic City,1 BHK,630.0,1.0,34.65,1,5500.0
448,Harlur,3 BHK,1752.12,3.0,135.0,3,7704.951715635916
449,Hulimavu,3 BHK,1650.0,3.0,78.0,3,4727.272727272727
450,Raja Rajeshwari Nagar,2 BHK,1295.0,2.0,55.47,2,4283.397683397683
451,Giri Nagar,3 Bedroom,1800.0,3.0,252.0,3,14000.0
452,Sarjapur  Road,2 BHK,1346.0,2.0,74.03,2,5500.0
453,Thippasandra,4 Bedroom,1200.0,4.0,200.0,4,16666.666666666668
454,Hormavu,2 BHK,1150.0,2.0,55.0,2,4782.608695652174
455,Chikkabidarakallu,4 Bedroom,3309.0,4.0,325.0,4,9821.698398307646
456,Chandapura,3 BHK,1190.0,2.0,30.35,3,2550.4201680672268
457,AECS Layout,3 BHK,1620.0,3.0,98.0,3,6049.382716049383
458,Marathahalli,2 BHK,950.0,2.0,46.96,2,4943.1578947368425
459,1 Giri Nagar,11 BHK,5000.0,9.0,360.0,11,7200.0
460,Harlur,3 BHK,2450.0,3.0,120.0,3,4897.959183673469
461,Electronic City Phase II,3 BHK,1220.0,2.0,35.23,3,2887.7049180327863
462,Hoysalanagar,2 BHK,850.0,2.0,30.0,2,3529.4117647058824
463,Padmanabhanagar,2 BHK,1020.0,2.0,63.0,2,6176.470588235294
464,Chikkalasandra,2 BHK,1100.0,2.0,50.0,2,4545.454545454545
465,Defence Colony,2 BHK,1150.0,2.0,126.0,2,10956.521739130434
466,Hebbal,3 BHK,1760.0,2.0,130.0,3,7386.363636363636
467,Ambalipura,3 BHK,1800.0,3.0,110.0,3,6111.111111111111
468,Akshaya Nagar,2 BHK,1070.0,2.0,54.0,2,5046.728971962617
469,2nd Stage Nagarbhavi,4 Bedroom,1500.0,4.0,220.0,4,14666.666666666666
470,Vidyaranyapura,2 Bedroom,1440.0,2.0,95.0,2,6597.222222222223
471,Amruthahalli,2 BHK,900.0,2.0,40.0,2,4444.444444444444
472,ITI Employees Layout,4 BHK,1200.0,4.0,230.0,4,19166.666666666668
473,Whitefield,2 BHK,1130.0,2.0,42.16,2,3730.973451327434
474,Koramangala,2 BHK,1320.0,2.0,165.0,2,12500.0
475,Kodigehalli,2 BHK,1270.0,2.0,98.0,2,7716.535433070866
476,Patelappa Layout,2 BHK,1200.0,2.0,62.0,2,5166.666666666667
477,Ring Road Nagarbhavi,4 BHK,4800.0,4.0,235.0,4,4895.833333333333
478,NS Palya,2 BHK,1200.0,2.0,74.0,2,6166.666666666667
479,Subramanyapura,2 BHK,929.0,2.0,50.17,2,5400.4305705059205
480,RMV 2nd Stage,4 BHK,1150.0,4.0,260.0,4,22608.695652173912
481,Basavangudi,4 Bedroom,1125.0,4.0,180.0,4,16000.0
482,Kenchenahalli,5 Bedroom,500.0,3.0,65.0,5,13000.0
483,3rd Block Hrbr Layout,5 Bedroom,1200.0,5.0,190.0,5,15833.333333333334
484,KUDLU MAIN ROAD,3 BHK,1464.0,3.0,56.0,3,3825.136612021858
485,7th Phase JP Nagar,4 BHK,3600.0,4.0,400.0,4,11111.111111111111
486,Bank Avenue,4 Bedroom,2000.0,4.0,99.0,4,4950.0
487,Chikkalasandra,2 BHK,1208.0,2.0,49.0,2,4056.291390728477
488,Hebbal Kempapura,2 BHK,1130.0,2.0,60.0,2,5309.734513274337
489,Surabhi Layout,3 BHK,1753.0,3.0,120.0,3,6845.407872219053
490,Old Madras Road,5 BHK,4500.0,7.0,337.0,5,7488.888888888889
491,Banjara Layout,3 Bedroom,600.0,3.0,58.0,3,9666.666666666666
492,Hoodi,2 BHK,1196.0,2.0,94.42,2,7894.648829431439
493,5th Phase JP Nagar,2 BHK,1150.0,3.0,52.5,2,4565.217391304348
494,Electronic City,2 BHK,1128.0,2.0,63.0,2,5585.106382978724
495,Omkar Nagar,2 BHK,1000.0,2.0,53.0,2,5300.0
496,Yelahanka,2 BHK,1035.0,2.0,45.0,2,4347.826086956522
497,Kereguddadahalli,2 BHK,950.0,2.0,32.0,2,3368.4210526315787
498,Bisuvanahalli,3 BHK,1075.0,2.0,36.0,3,3348.8372093023254
499,Whitefield,2 BHK,1040.0,2.0,48.5,2,4663.461538461538
500,Maragondanahalli,2 Bedroom,720.0,2.0,45.0,2,6250.0
501,Lingadheeranahalli,3 BHK,1511.0,3.0,95.0,3,6287.22700198544
502,Silk Board,3 BHK,1300.0,3.0,58.0,3,4461.538461538462
503,Hoodi,3 BHK,1545.0,3.0,68.75,3,4449.838187702266
504,Shampura,1 BHK,375.0,2.0,26.0,1,6933.333333333333
505,Vidyaranyapura,2 BHK,1062.0,2.0,38.0,2,3578.154425612053
506,Kada Agrahara,2 BHK,1115.0,2.0,40.0,2,3587.4439461883408
507,JP Nagar,2 BHK,1000.0,2.0,35.0,2,3500.0
508,Kambipura,2 BHK,883.0,2.0,45.0,2,5096.262740656852
509,Sarjapur  Road,2 BHK,1195.0,2.0,70.0,2,5857.740585774059
510,BHEL Layout,4 Bedroom,1200.0,3.0,165.0,4,13750.0
511,Medahalli,1 Bedroom,700.0,1.0,41.0,1,5857.142857142857
512,Vittasandra,2 BHK,1246.0,2.0,67.0,2,5377.2070626003215
513,8th Phase JP Nagar,4 Bedroom,660.0,4.0,90.0,4,13636.363636363636
514,Banashankari Stage III,4 Bedroom,8500.0,4.0,145.0,4,1705.8823529411766
515,Kashi Nagar,4 BHK,1600.0,4.0,80.0,4,5000.0
516,Haralur Road,4 BHK,2805.0,5.0,154.0,4,5490.196078431372
517,Begur Road,3 BHK,1584.0,3.0,65.0,3,4103.535353535353
518,Sector 7 HSR Layout,4 Bedroom,3000.0,5.0,275.0,4,9166.666666666666
519,Hosur Road,3 BHK,1175.0,2.0,48.0,3,4085.1063829787236
520,"Yemlur, Old Airport Road, ",3 BHK,1595.0,3.0,115.0,3,7210.031347962383
521,VHBCS Layout,2 BHK,1353.0,2.0,110.0,2,8130.081300813008
522,Electronic City,3 BHK,1599.0,3.0,125.0,3,7817.385866166354
523,Whitefield,2 BHK,1150.0,2.0,70.0,2,6086.95652173913
524,Jakkur,4 BHK,5230.0,6.0,465.0,4,8891.013384321224
525,KR Puram,2 BHK,1155.0,2.0,42.74,2,3700.4329004329006
526,Ittamadu,1 BHK,1200.0,2.0,85.0,1,7083.333333333333
527,Electronic City Phase II,2 BHK,1000.0,2.0,25.0,2,2500.0
528,Thanisandra,4 BHK,3000.0,4.0,120.0,4,4000.0
529,Rajiv Nagar,3 BHK,1867.0,3.0,160.0,3,8569.89823245849
530,Ramagondanahalli,2 BHK,1251.0,2.0,47.0,2,3756.994404476419
531,Gattahalli,2 BHK,1028.0,2.0,45.5,2,4426.070038910506
532,Arekere,2 BHK,1222.0,2.0,45.0,2,3682.4877250409168
533,Bannerghatta Road,3 BHK,1170.0,2.0,66.0,3,5641.025641025641
534,Hebbal,3 BHK,2400.0,4.0,245.0,3,10208.333333333334
535,Ramanjaneyanagar,3 BHK,1385.0,2.0,48.48,3,3500.361010830325
536,HSR Layout,2 BHK,1372.0,2.0,68.0,2,4956.268221574344
537,Magadi Road,3 BHK,1282.0,2.0,49.0,3,3822.1528861154447
538,Mico Layout,9 BHK,5000.0,9.0,210.0,9,4200.0
539,7th Block Jayanagar,5 Bedroom,3000.0,3.0,528.0,5,17600.0
540,Kanakpura Road,2 BHK,1135.0,2.0,39.73,2,3500.440528634361
541,Whitefield,3 BHK,1768.0,3.0,101.0,3,5712.669683257918
542,Byatarayanapura,3 BHK,1325.0,2.0,90.0,3,6792.452830188679
543,Electronic City,3 BHK,1599.0,3.0,99.0,3,6191.369606003753
544,Whitefield,3 Bedroom,1500.0,3.0,61.95,3,4130.0
545,2nd Phase JP Nagar,3 Bedroom,2610.0,3.0,499.0,3,19118.773946360154
546,Uttarahalli,2 BHK,1286.0,2.0,63.0,2,4898.9113530326595
547,Kammanahalli,5 BHK,2845.0,5.0,140.0,5,4920.91388400703
548,K G Colony,3 BHK,1600.0,2.0,50.0,3,3125.0
549,Hennur Road,2 BHK,1317.5,2.0,63.77,2,4840.2277039848195
550,Hebbal,3 BHK,3450.0,5.0,260.0,3,7536.231884057971
551,Munnekollal,2 BHK,1102.0,2.0,53.67,2,4870.235934664247
552,Yelahanka,2 BHK,1350.0,2.0,54.0,2,4000.0
553,Banashankari,3 BHK,1200.0,2.0,42.0,3,3500.0
554,Hosa Road,6 Bedroom,1300.0,6.0,145.0,6,11153.846153846154
555,Herohalli,2 Bedroom,1800.0,1.0,80.0,2,4444.444444444444
556,Chikkabanavar,2 BHK,950.0,2.0,40.0,2,4210.526315789473
557,Kanakpura Road,1 BHK,525.0,1.0,27.25,1,5190.476190476191
558,Attibele,2 BHK,656.0,2.0,25.0,2,3810.9756097560976
559,Marathahalli,4 Bedroom,1780.0,4.0,175.0,4,9831.460674157302
560,3rd Block Hrbr Layout,2 BHK,1056.0,2.0,80.0,2,7575.757575757576
561,Bannerghatta Road,1 BHK,595.0,1.0,33.32,1,5600.0
562,Ittamadu,2 BHK,1080.0,2.0,50.0,2,4629.62962962963
563,7th Phase JP Nagar,3 BHK,2225.0,3.0,160.0,3,7191.011235955056
564,Bommasandra,2 BHK,1126.0,2.0,28.15,2,2500.0
565,Electronics City Phase 1,3 BHK,1490.0,3.0,84.0,3,5637.583892617449
566,HRBR Layout,4 Bedroom,2000.0,4.0,300.0,4,15000.0
567,Sarjapur  Road,3 BHK,1550.0,3.0,100.0,3,6451.612903225807
569,Ashwini layout,2 BHK,1160.0,2.0,55.0,2,4741.379310344828
570,Whitefield,4 Bedroom,4144.0,4.0,315.0,4,7601.351351351352
571,Sarjapur  Road,3 BHK,2100.0,3.0,125.0,3,5952.380952380952
572,Vittasandra,2 BHK,1404.0,2.0,69.3,2,4935.897435897436
573,Sarjapur  Road,4 Bedroom,2230.0,4.0,225.0,4,10089.686098654709
574,Marathalli bridge,3 BHK,1544.0,3.0,120.0,3,7772.020725388601
575,Banashankari Stage III,3 BHK,1305.0,2.0,58.7,3,4498.08429118774
576,Marathahalli,2 BHK,1230.0,2.0,80.0,2,6504.065040650406
577,T.C PALYA,2 Bedroom,1200.0,2.0,65.0,2,5416.666666666667
578,Harlur,3 BHK,1460.0,3.0,73.0,3,5000.0
580,Gottigere,2 BHK,967.0,2.0,45.0,2,4653.567735263702
581,Byatarayanapura,1 Bedroom,540.0,1.0,36.0,1,6666.666666666667
582,Hormavu,1 BHK,715.0,1.0,46.0,1,6433.566433566433
583,Whitefield,3 BHK,2500.0,3.0,313.0,3,12520.0
584,Dooravani Nagar,3 BHK,1578.0,3.0,180.0,3,11406.84410646388
585,Mysore Road,2 BHK,1020.0,2.0,48.95,2,4799.019607843137
586,Jigani,2 BHK,1020.0,2.0,40.0,2,3921.5686274509803
587,Koramangala,2 BHK,1253.0,2.0,102.0,2,8140.462889066241
588,JCR Layout,2 BHK,1180.0,2.0,42.0,2,3559.322033898305
589,Nehru Nagar,2 BHK,961.0,2.0,38.0,2,3954.2143600416234
590,Kanakapura,3 BHK,1419.0,3.0,75.0,3,5285.412262156448
591,Harlur,3 BHK,1709.0,3.0,150.0,3,8777.062609713283
592,Papareddipalya,2 Bedroom,1600.0,2.0,115.0,2,7187.5
593,Venkatapura,1 BHK,416.0,1.0,18.5,1,4447.115384615385
594,Sanjay nagar,2 BHK,1100.0,2.0,98.0,2,8909.09090909091
595,HSR Layout,3 BHK,1430.0,2.0,65.0,3,4545.454545454545
596,Sneha Colony,2 BHK,1260.0,2.0,45.0,2,3571.4285714285716
597,RMV Extension,3 BHK,1630.0,3.0,85.0,3,5214.7239263803685
598,Sarjapur  Road,3 BHK,1249.0,3.0,44.71,3,3579.663730984788
599,Kalena Agrahara,3 BHK,1450.0,2.0,85.0,3,5862.068965517241
600,Konanakunte,3 BHK,2791.0,3.0,223.0,3,7989.967753493372
601,Hosapalya,1 BHK,600.0,1.0,90.0,1,15000.0
602,Ashwini layout,1 BHK,834.0,1.0,60.0,1,7194.244604316546
603,Doddagubbi,3 Bedroom,1125.0,4.0,70.0,3,6222.222222222223
604,Arekere,3 BHK,2060.0,3.0,140.0,3,6796.116504854369
605,Malleshwaram,7 BHK,12000.0,7.0,2200.0,7,18333.333333333332
606,Gottigere,2 BHK,891.0,2.0,25.0,2,2805.8361391694725
607,Raja Rajeshwari Nagar,2 BHK,1133.0,2.0,49.07,2,4330.979699911739
608,Bisuvanahalli,3 BHK,1075.0,2.0,37.0,3,3441.860465116279
609,Sector 6 HSR Layout,4 BHK,3000.0,5.0,260.0,4,8666.666666666666
610,Brookefield,4 Bedroom,2440.0,5.0,425.0,4,17418.032786885247
611,Vidyaranyapura,2 BHK,1200.0,2.0,55.0,2,4583.333333333333
612,Thanisandra,2 BHK,1075.0,2.0,45.8,2,4260.46511627907
613,Kaggadasapura,2 BHK,1140.0,2.0,40.0,2,3508.7719298245615
614,Margondanahalli,5 Bedroom,940.0,4.0,150.0,5,15957.446808510638
615,ITI Layout,6 Bedroom,2160.0,5.0,250.0,6,11574.074074074075
616,Raja Rajeshwari Nagar,2 BHK,1090.0,2.0,42.0,2,3853.211009174312
617,R.T. Nagar,4 Bedroom,1500.0,4.0,70.0,4,4666.666666666667
618,Whitefield,4 BHK,4104.0,4.0,360.0,4,8771.929824561403
619,Whitefield,3 BHK,1790.0,3.0,100.0,3,5586.592178770949
620,Hebbal,3 BHK,1920.0,3.0,134.0,3,6979.166666666667
621,HRBR Layout,2 BHK,1374.0,2.0,95.0,2,6914.1193595342065
622,Bannerghatta Road,3 BHK,1445.0,3.0,95.0,3,6574.39446366782
623,Kanakapura,1 BHK,711.0,1.0,36.0,1,5063.291139240507
624,Tumkur Road,3 BHK,1500.0,3.0,95.0,3,6333.333333333333
625,Whitefield,3 BHK,1720.0,3.0,100.0,3,5813.953488372093
626,Vasanthapura,3 BHK,1400.0,3.0,60.0,3,4285.714285714285
627,Kundalahalli,2 BHK,1030.0,2.0,49.0,2,4757.281553398058
628,Mysore Road,2 BHK,1200.0,2.0,85.0,2,7083.333333333333
629,Hosahalli,3 BHK,1375.0,3.0,70.0,3,5090.909090909091
630,Hegde Nagar,2 Bedroom,1050.0,1.0,56.0,2,5333.333333333333
631,Jalahalli,3 BHK,2250.0,3.0,160.0,3,7111.111111111111
632,Bellandur,2 BHK,1000.0,2.0,50.0,2,5000.0
633,Jalahalli West,1 BHK,469.0,1.0,25.0,1,5330.490405117271
634,Marathahalli,4 BHK,3800.0,4.0,250.0,4,6578.9473684210525
635,Kambipura,2 BHK,883.0,2.0,29.0,2,3284.2582106455266
636,GM Palaya,3 BHK,1820.0,2.0,86.0,3,4725.274725274725
637,Singasandra,3 BHK,1440.0,2.0,65.0,3,4513.888888888889
638,near Ramanashree California resort,6 BHK,3600.0,4.0,160.0,6,4444.444444444444
639,Malleshwaram,4 BHK,2500.0,5.0,325.0,4,13000.0
640,Mahadevpura,2 BHK,1225.0,2.0,48.0,2,3918.3673469387754
641,"6th block banashankari 3rd stage, 100 feet ORR",3 Bedroom,4000.0,3.0,660.0,3,16500.0
642,Chikkalasandra,2 BHK,875.0,2.0,52.8,2,6034.285714285715
643,Jalahalli East,1 BHK,750.0,1.0,40.0,1,5333.333333333333
644,6th Phase JP Nagar,2 BHK,1180.0,2.0,80.0,2,6779.661016949152
645,Haralur Road,2 BHK,1194.0,2.0,47.0,2,3936.348408710218
646,Hennur Road,3 BHK,1500.0,2.0,62.0,3,4133.333333333333
647,Poornapragna Housing Society Layout,2 BHK,1160.0,2.0,52.2,2,4500.0
649,Hosakerehalli,3 BHK,2378.0,3.0,262.0,3,11017.661900756939
650,Sarjapur,2 BHK,1128.0,2.0,60.0,2,5319.148936170212
651,Hebbal,3 BHK,1500.0,3.0,150.0,3,10000.0
652,Huskur,3 BHK,1220.0,2.0,35.23,3,2887.7049180327863
653,Sarjapur  Road,2 BHK,1210.0,2.0,58.0,2,4793.388429752066
654,Kanakpura Road,3 BHK,1100.0,2.0,58.0,3,5272.727272727273
655,Bommasandra,3 BHK,1200.0,3.0,46.0,3,3833.3333333333335
656,Haralur Road,4 BHK,3385.0,5.0,260.0,4,7680.945347119646
657,Nagondanahalli,3 BHK,1641.0,3.0,66.0,3,4021.9378427787933
658,Horamavu Agara,2 BHK,1200.0,2.0,45.0,2,3750.0
659,Raja Rajeshwari Nagar,2 BHK,1260.0,2.0,67.39,2,5348.412698412699
660,Mahadevpura,3 BHK,1720.0,3.0,78.0,3,4534.883720930233
661,Yelahanka,2 BHK,1132.5,2.0,48.13,2,4249.889624724062
662,Yelahanka,2 BHK,1210.0,2.0,45.98,2,3800.0
663,Indira Nagar,4 Bedroom,2200.0,4.0,200.0,4,9090.90909090909
664,Bisuvanahalli,3 BHK,1075.0,2.0,45.0,3,4186.046511627907
665,Thanisandra,3 BHK,1702.0,3.0,130.0,3,7638.07285546416
666,Shanthala Nagar,2 BHK,1630.0,2.0,200.0,2,12269.938650306749
667,Raja Rajeshwari Nagar,2 BHK,1141.0,2.0,38.55,2,3378.6152497808935
668,Shantiniketan Layout,3 BHK,2072.0,3.0,108.0,3,5212.355212355213
670,Herohalli,3 Bedroom,1200.0,2.0,70.0,3,5833.333333333333
671,Teachers Colony,3 BHK,1350.0,3.0,77.0,3,5703.7037037037035
672,Bettahalsoor,4 Bedroom,4046.0,4.0,445.0,4,10998.517053880376
673,Srinivasa Nagar,3 BHK,1180.0,2.0,78.34,3,6638.983050847458
674,Yelahanka,3 BHK,35000.0,3.0,130.0,3,371.42857142857144
675,Langford Town,2 BHK,1355.0,2.0,115.0,2,8487.084870848708
676,Sulthangunta,1 Bedroom,600.0,1.0,50.0,1,8333.333333333334
677,Hormavu,7 Bedroom,1200.0,7.0,150.0,7,12500.0
678,Bannerghatta Road,3 BHK,1640.0,2.0,120.0,3,7317.073170731707
679,Byrathi Village,5 Bedroom,1200.0,5.0,100.0,5,8333.333333333334
680,Kodichikkanahalli,3 BHK,1190.0,2.0,57.0,3,4789.915966386555
681,OMBR Layout,4 Bedroom,2400.0,4.0,375.0,4,15625.0
682,Marathahalli,2 BHK,1019.0,2.0,49.85,2,4892.051030421982
683,Ambedkar Colony,3 BHK,1875.0,3.0,165.0,3,8800.0
684,Akshaya Nagar,3 BHK,1250.0,3.0,40.0,3,3200.0
685,Brookefield,3 Bedroom,1200.0,3.0,140.0,3,11666.666666666666
686,Whitefield,2 BHK,1140.0,2.0,56.0,2,4912.2807017543855
687,Lingadheeranahalli,3 BHK,1683.0,3.0,109.0,3,6476.5300059417705
688,Kaggadasapura,3 BHK,1515.0,3.0,83.3,3,5498.349834983498
689,Hoodi,4 BHK,2118.0,4.0,111.0,4,5240.793201133144
690,Bannerghatta Road,4 Bedroom,1380.0,3.0,58.0,4,4202.898550724638
691,Varthur Road,2 BHK,1083.0,2.0,61.75,2,5701.754385964912
692,Anjappa Layout,2 Bedroom,600.0,2.0,55.0,2,9166.666666666666
693,Avalahalli,3 BHK,2300.0,3.0,120.0,3,5217.391304347826
694,Prakruthi Nagar,2 BHK,1240.0,2.0,60.0,2,4838.709677419355
695,Surabhi Layout,3 BHK,1750.0,3.0,120.0,3,6857.142857142857
696,Sadaramangala,2 BHK,1230.0,2.0,43.48,2,3534.959349593496
697,Anjanapura,3 Bedroom,1500.0,3.0,139.0,3,9266.666666666666
698,Abbigere,2 BHK,985.0,2.0,40.39,2,4100.507614213198
699,Tindlu,3 Bedroom,1500.0,2.0,87.0,3,5800.0
700,Electronic City,2 BHK,1125.0,2.0,32.49,2,2888.0
701,Maruthi Sevanagar,2 BHK,950.0,2.0,44.0,2,4631.578947368421
703,Kothanur,3 BHK,1580.0,3.0,76.0,3,4810.126582278481
704,B Narayanapura,3 Bedroom,1092.0,2.0,98.5,3,9020.14652014652
705,Electronic City Phase II,2 BHK,1090.0,2.0,28.34,2,2600.0
706,Hennur Road,3 Bedroom,2264.0,3.0,159.0,3,7022.968197879859
707,Dommasandra,3 BHK,1033.0,2.0,25.53,3,2471.4424007744433
708,Kammasandra,2 BHK,810.0,2.0,24.5,2,3024.6913580246915
709,Green Garden Layout,2 BHK,1045.0,2.0,45.0,2,4306.2200956937795
710,Hebbal,2 BHK,1337.0,2.0,82.0,2,6133.1338818249815
711,Chandapura,2 BHK,1200.0,2.0,32.0,2,2666.6666666666665
712,Koramangala,3 BHK,1580.0,3.0,160.0,3,10126.582278481013
713,Begur Road,3 BHK,1500.0,2.0,54.0,3,3600.0
714,Whitefield,3 BHK,1640.0,4.0,91.0,3,5548.780487804878
715,Silver Springs Layout,3 BHK,1570.0,3.0,62.0,3,3949.044585987261
716,Gubbalala,3 BHK,1470.0,2.0,82.0,3,5578.231292517007
717,Kengeri,2 BHK,1160.0,2.0,40.61,2,3500.862068965517
718,7th Phase JP Nagar,2 BHK,1050.0,2.0,71.0,2,6761.9047619047615
719,Dairy Circle,3 BHK,1855.0,3.0,225.0,3,12129.380053908355
